Entity,Code,Day,cum_excess_per_million_proj_all_ages
San Marino,SMR,2022-03-31,4084.298
San Marino,SMR,2022-04-30,3947.759
San Marino,SMR,2022-05-31,4001.1873
San Marino,SMR,2022-06-30,3989.3142
San Marino,SMR,2022-07-31,4048.6792
San Marino,SMR,2022-08-31,4125.8535
San Marino,SMR,2022-09-30,3953.6956
San Marino,SMR,2022-10-31,4096.171
San Marino,SMR,2022-11-30,4007.1238
San Marino,SMR,2022-12-31,3935.886
San Marino,SMR,2023-01-31,4030.773
San Marino,SMR,2023-02-28,4200.083
San Marino,SMR,2023-03-31,4399.097
San Marino,SMR,2023-04-30,4318.8975
San Marino,SMR,2023-05-31,4191.1724
San Marino,SMR,2023-06-30,3879.285
San Marino,SMR,2023-07-31,3846.6108
San Marino,SMR,2023-08-31,3891.1663
San Marino,SMR,2023-09-30,3834.7295
San Marino,SMR,2023-10-31,4033.7434
San Marino,SMR,2023-11-30,4208.994
San Marino,SMR,2023-12-31,4342.66
Serbia,SRB,2020-01-31,-68.59194
Serbia,SRB,2020-02-29,-57.97771
Serbia,SRB,2020-03-31,-70.68495
Serbia,SRB,2020-04-30,-25.088385
Serbia,SRB,2020-05-31,-47.553673
Serbia,SRB,2020-06-30,25.876482
Serbia,SRB,2020-07-31,307.3792
Serbia,SRB,2020-08-31,429.4638
Serbia,SRB,2020-09-30,468.75433
Serbia,SRB,2020-10-31,493.04083
Serbia,SRB,2020-11-30,1006.2638
Serbia,SRB,2020-12-31,2129.1897
Serbia,SRB,2021-01-31,2154.7886
Serbia,SRB,2021-02-28,2301.3193
Serbia,SRB,2021-03-31,2827.3875
Serbia,SRB,2021-04-30,3418.6902
Serbia,SRB,2021-05-31,3754.0166
Serbia,SRB,2021-06-30,3952.2412
Serbia,SRB,2021-07-31,4028.9053
Serbia,SRB,2021-08-31,4131.608
Serbia,SRB,2021-09-30,4639.3945
Serbia,SRB,2021-10-31,5502.077
Serbia,SRB,2021-11-30,6462.146
Serbia,SRB,2021-12-31,6954.5005
Serbia,SRB,2022-01-31,7174.128
Serbia,SRB,2022-02-28,7731.8345
Serbia,SRB,2022-03-31,8031.888
Serbia,SRB,2022-04-30,8054.7095
Serbia,SRB,2022-05-31,8101.654
Serbia,SRB,2022-06-30,8118.631
Serbia,SRB,2022-07-31,8121.484
Serbia,SRB,2022-08-31,8327.899
Serbia,SRB,2022-09-30,8479.311
Serbia,SRB,2022-10-31,8494.959
Serbia,SRB,2022-11-30,8474.547
Serbia,SRB,2022-12-31,8464.41
Serbia,SRB,2023-01-31,8420.154
Serbia,SRB,2023-02-28,8368.189
Serbia,SRB,2023-03-31,8311.524
Serbia,SRB,2023-04-30,8200.168
Serbia,SRB,2023-05-31,8219.485
Serbia,SRB,2023-06-30,8177.1997
Serbia,SRB,2023-07-31,8164.989
Serbia,SRB,2023-08-31,8162.8486
Serbia,SRB,2023-09-30,8115.9194
Serbia,SRB,2023-10-31,8132.159
Serbia,SRB,2023-11-30,8144.007
Serbia,SRB,2023-12-31,8130.2847
Seychelles,SYC,2020-01-31,-30.318792
Seychelles,SYC,2020-02-29,-73.902084
Seychelles,SYC,2020-03-31,-189.49255
Seychelles,SYC,2020-04-30,-318.34753
Seychelles,SYC,2020-05-31,-593.1119
Seychelles,SYC,2020-06-30,-765.5501
Seychelles,SYC,2020-07-31,-903.87976
Seychelles,SYC,2020-08-31,-1070.6332
Seychelles,SYC,2020-09-30,-1176.749
Seychelles,SYC,2020-10-31,-1493.2018
Seychelles,SYC,2020-11-30,-1561.4191
Seychelles,SYC,2020-12-31,-1620.1617
Seychelles,SYC,2021-01-31,-1618.0529
Seychelles,SYC,2021-02-28,-1521.3265
Seychelles,SYC,2021-03-31,-1495.9711
Seychelles,SYC,2021-04-30,-1605.8447
Seychelles,SYC,2021-05-31,-1428.3566
Seychelles,SYC,2021-06-30,-1093.1012
Seychelles,SYC,2021-07-31,-855.5113
Seychelles,SYC,2021-08-31,-890.2576
Seychelles,SYC,2021-09-30,-846.12036
Seychelles,SYC,2021-10-31,-907.16125
Seychelles,SYC,2021-11-30,-1060.233
Seychelles,SYC,2021-12-31,-1034.8777
Seychelles,SYC,2022-01-31,-668.3155
Seychelles,SYC,2022-02-28,-610.44464
Seychelles,SYC,2022-03-31,-604.84424
Seychelles,SYC,2022-04-30,-612.31146
Seychelles,SYC,2022-05-31,-558.17413
Seychelles,SYC,2022-06-30,-505.90366
Seychelles,SYC,2022-07-31,-476.03485
Seychelles,SYC,2022-08-31,-436.832
Seychelles,SYC,2022-09-30,-496.56973
Seychelles,SYC,2022-10-31,-492.8361
Seychelles,SYC,2022-11-30,-543.2398
Seychelles,SYC,2022-12-31,-546.97345
Seychelles,SYC,2023-01-31,-632.4764
Seychelles,SYC,2023-02-28,-668.6975
Seychelles,SYC,2023-03-31,-617.61646
Seychelles,SYC,2023-04-30,-588.8253
Seychelles,SYC,2023-05-31,-563.7492
Seychelles,SYC,2023-06-30,-828.44196
Seychelles,SYC,2023-07-31,-1003.9751
Seychelles,SYC,2023-08-31,-1021.6213
Seychelles,SYC,2023-09-30,-1081.9899
Seychelles,SYC,2023-10-31,-1199.9406
Seychelles,SYC,2023-11-30,-1083.8473
Seychelles,SYC,2023-12-31,-874.87933
Singapore,SGP,2020-01-31,34.48467
Singapore,SGP,2020-02-29,45.077106
Singapore,SGP,2020-03-31,46.66767
Singapore,SGP,2020-04-30,68.461716
Singapore,SGP,2020-05-31,63.89309
Singapore,SGP,2020-06-30,44.63717
Singapore,SGP,2020-07-31,16.345543
Singapore,SGP,2020-08-31,13.942793
Singapore,SGP,2020-09-30,17.868418
Singapore,SGP,2020-10-31,3.9933336
Singapore,SGP,2020-11-30,6.2268753
Singapore,SGP,2020-12-31,3.7225835
Singapore,SGP,2021-01-31,-5.2515774
Singapore,SGP,2021-02-28,0.23565218
Singapore,SGP,2021-03-31,1.1445845
Singapore,SGP,2021-04-30,20.804375
Singapore,SGP,2021-05-31,27.032215
Singapore,SGP,2021-06-30,31.273872
Singapore,SGP,2021-07-31,37.13142
Singapore,SGP,2021-08-31,46.523685
Singapore,SGP,2021-09-30,80.22135
Singapore,SGP,2021-10-31,181.71834
Singapore,SGP,2021-11-30,275.0013
Singapore,SGP,2021-12-31,309.37225
Singapore,SGP,2022-01-31,311.07712
Singapore,SGP,2022-02-28,371.60568
Singapore,SGP,2022-03-31,487.65924
Singapore,SGP,2022-04-30,534.499
Singapore,SGP,2022-05-31,580.3682
Singapore,SGP,2022-06-30,607.3609
Singapore,SGP,2022-07-31,672.776
Singapore,SGP,2022-08-31,739.3624
Singapore,SGP,2022-09-30,793.465
Singapore,SGP,2022-10-31,867.95013
Singapore,SGP,2022-11-30,923.3915
Singapore,SGP,2022-12-31,972.30634
Singapore,SGP,2023-01-31,1012.8809
Singapore,SGP,2023-02-28,1060.3977
Singapore,SGP,2023-03-31,1106.3848
Singapore,SGP,2023-04-30,1183.3625
Singapore,SGP,2023-05-31,1256.217
Singapore,SGP,2023-06-30,1293.193
Singapore,SGP,2023-07-31,1312.9778
Singapore,SGP,2023-08-31,1350.386
Singapore,SGP,2023-09-30,1396.0073
Singapore,SGP,2023-10-31,1446.2507
Singapore,SGP,2023-11-30,1476.7426
Singapore,SGP,2023-12-31,1552.2904
Slovakia,SVK,2020-01-05,-3.0604594
Slovakia,SVK,2020-01-12,-12.901598
Slovakia,SVK,2020-01-19,-34.691402
Slovakia,SVK,2020-01-26,-45.375565
Slovakia,SVK,2020-02-02,-57.63577
Slovakia,SVK,2020-02-09,-75.46713
Slovakia,SVK,2020-02-16,-77.72125
Slovakia,SVK,2020-02-23,-97.31192
Slovakia,SVK,2020-03-01,-105.467064
Slovakia,SVK,2020-03-08,-109.18729
Slovakia,SVK,2020-03-15,-106.38337
Slovakia,SVK,2020-03-22,-87.635704
Slovakia,SVK,2020-03-29,-88.05721
Slovakia,SVK,2020-04-05,-77.0432
Slovakia,SVK,2020-04-12,-85.74812
Slovakia,SVK,2020-04-19,-95.406006
Slovakia,SVK,2020-04-26,-102.131714
Slovakia,SVK,2020-05-03,-104.7157
Slovakia,SVK,2020-05-10,-96.34064
Slovakia,SVK,2020-05-17,-90.861115
Slovakia,SVK,2020-05-24,-93.151886
Slovakia,SVK,2020-05-31,-101.49029
Slovakia,SVK,2020-06-07,-94.91119
Slovakia,SVK,2020-06-14,-94.196465
Slovakia,SVK,2020-06-21,-105.393745
Slovakia,SVK,2020-06-28,-104.3858
Slovakia,SVK,2020-07-05,-97.11032
Slovakia,SVK,2020-07-12,-92.327194
Slovakia,SVK,2020-07-19,-93.29848
Slovakia,SVK,2020-07-26,-106.365036
Slovakia,SVK,2020-08-02,-105.61367
Slovakia,SVK,2020-08-09,-88.03888
Slovakia,SVK,2020-08-16,-88.53369
Slovakia,SVK,2020-08-23,-84.813484
Slovakia,SVK,2020-08-30,-73.10306
Slovakia,SVK,2020-09-06,-69.71272
Slovakia,SVK,2020-09-13,-55.143425
Slovakia,SVK,2020-09-20,-58.82698
Slovakia,SVK,2020-09-27,-50.415268
Slovakia,SVK,2020-10-04,-24.630362
Slovakia,SVK,2020-10-11,-9.474627
Slovakia,SVK,2020-10-18,25.106836
Slovakia,SVK,2020-10-25,78.30767
Slovakia,SVK,2020-11-01,143.78703
Slovakia,SVK,2020-11-08,221.72818
Slovakia,SVK,2020-11-15,295.12445
Slovakia,SVK,2020-11-22,360.67712
Slovakia,SVK,2020-11-29,436.16257
Slovakia,SVK,2020-12-06,523.56
Slovakia,SVK,2020-12-13,621.8799
Slovakia,SVK,2020-12-20,717.92725
Slovakia,SVK,2020-12-27,845.34906
Slovakia,SVK,2021-01-03,1021.0145
Slovakia,SVK,2021-01-10,1190.5564
Slovakia,SVK,2021-01-17,1366.8903
Slovakia,SVK,2021-01-24,1511.614
Slovakia,SVK,2021-01-31,1659.2013
Slovakia,SVK,2021-02-07,1798.6017
Slovakia,SVK,2021-02-14,1960.3236
Slovakia,SVK,2021-02-21,2109.7466
Slovakia,SVK,2021-02-28,2250.432
Slovakia,SVK,2021-03-07,2373.568
Slovakia,SVK,2021-03-14,2489.3987
Slovakia,SVK,2021-03-21,2593.7744
Slovakia,SVK,2021-03-28,2685.1172
Slovakia,SVK,2021-04-04,2760.1958
Slovakia,SVK,2021-04-11,2817.1748
Slovakia,SVK,2021-04-18,2864.3145
Slovakia,SVK,2021-04-25,2908.6643
Slovakia,SVK,2021-05-02,2936.3093
Slovakia,SVK,2021-05-09,2963.3303
Slovakia,SVK,2021-05-16,2993.6187
Slovakia,SVK,2021-05-23,3002.4666
Slovakia,SVK,2021-05-30,3001.512
Slovakia,SVK,2021-06-06,3009.0015
Slovakia,SVK,2021-06-13,3022.0715
Slovakia,SVK,2021-06-20,3034.7744
Slovakia,SVK,2021-06-27,3058.3076
Slovakia,SVK,2021-07-04,3064.6956
Slovakia,SVK,2021-07-11,3072.7725
Slovakia,SVK,2021-07-18,3082.0242
Slovakia,SVK,2021-07-25,3071.1938
Slovakia,SVK,2021-08-01,3070.643
Slovakia,SVK,2021-08-08,3065.2097
Slovakia,SVK,2021-08-15,3065.797
Slovakia,SVK,2021-08-22,3073.8005
Slovakia,SVK,2021-08-29,3064.9158
Slovakia,SVK,2021-09-05,3071.3774
Slovakia,SVK,2021-09-12,3087.6782
Slovakia,SVK,2021-09-19,3121.7847
Slovakia,SVK,2021-09-26,3152.8442
Slovakia,SVK,2021-10-03,3172.1553
Slovakia,SVK,2021-10-10,3212.1729
Slovakia,SVK,2021-10-17,3251.0889
Slovakia,SVK,2021-10-24,3304.6902
Slovakia,SVK,2021-10-31,3389.6082
Slovakia,SVK,2021-11-07,3481.1343
Slovakia,SVK,2021-11-14,3602.5818
Slovakia,SVK,2021-11-21,3757.108
Slovakia,SVK,2021-11-28,3923.7861
Slovakia,SVK,2021-12-05,4090.3176
Slovakia,SVK,2021-12-12,4258.134
Slovakia,SVK,2021-12-19,4393.9365
Slovakia,SVK,2021-12-26,4486.16
Slovakia,SVK,2022-01-02,4400.23
Slovakia,SVK,2022-01-09,4443.643
Slovakia,SVK,2022-01-16,4462.072
Slovakia,SVK,2022-01-23,4464.34
Slovakia,SVK,2022-01-30,4465.2964
Slovakia,SVK,2022-02-06,4469.691
Slovakia,SVK,2022-02-13,4472.9517
Slovakia,SVK,2022-02-20,4502.7915
Slovakia,SVK,2022-02-27,4523.3105
Slovakia,SVK,2022-03-06,4557.8994
Slovakia,SVK,2022-03-13,4595.1816
Slovakia,SVK,2022-03-20,4640.012
Slovakia,SVK,2022-03-27,4677.578
Slovakia,SVK,2022-04-03,4714.1514
Slovakia,SVK,2022-04-10,4746.3657
Slovakia,SVK,2022-04-17,4752.2485
Slovakia,SVK,2022-04-24,4768.3735
Slovakia,SVK,2022-05-01,4786.4473
Slovakia,SVK,2022-05-08,4801.084
Slovakia,SVK,2022-05-15,4810.723
Slovakia,SVK,2022-05-22,4814.9053
Slovakia,SVK,2022-05-29,4814.409
Slovakia,SVK,2022-06-05,4832.164
Slovakia,SVK,2022-06-12,4847.6865
Slovakia,SVK,2022-06-19,4839.1104
Slovakia,SVK,2022-06-26,4855.696
Slovakia,SVK,2022-07-03,4885.8545
Slovakia,SVK,2022-07-10,4890.3555
Slovakia,SVK,2022-07-17,4898.1167
Slovakia,SVK,2022-07-24,4936.1074
Slovakia,SVK,2022-07-31,4945.9243
Slovakia,SVK,2022-08-07,4960.419
Slovakia,SVK,2022-08-14,4978.599
Slovakia,SVK,2022-08-21,5004.647
Slovakia,SVK,2022-08-28,5029.2773
Slovakia,SVK,2022-09-04,5033.105
Slovakia,SVK,2022-09-11,5044.3037
Slovakia,SVK,2022-09-18,5045.225
Slovakia,SVK,2022-09-25,5057.558
Slovakia,SVK,2022-10-02,5082.826
Slovakia,SVK,2022-10-09,5104.515
Slovakia,SVK,2022-10-16,5124.609
Slovakia,SVK,2022-10-23,5140.6274
Slovakia,SVK,2022-10-30,5165.6123
Slovakia,SVK,2022-11-06,5185.6353
Slovakia,SVK,2022-11-13,5189.5337
Slovakia,SVK,2022-11-20,5197.3657
Slovakia,SVK,2022-11-27,5217.8145
Slovakia,SVK,2022-12-04,5218.8066
Slovakia,SVK,2022-12-11,5245.8467
Slovakia,SVK,2022-12-18,5290.004
Slovakia,SVK,2022-12-25,5343.659
Slovakia,SVK,2023-01-01,5248.252
Slovakia,SVK,2023-01-08,5266.422
Slovakia,SVK,2023-01-15,5268.717
Slovakia,SVK,2023-01-22,5258.8984
Slovakia,SVK,2023-01-29,5239.693
Slovakia,SVK,2023-02-05,5213.1367
Slovakia,SVK,2023-02-12,5189.617
Slovakia,SVK,2023-02-19,5161.4385
Slovakia,SVK,2023-02-26,5142.3022
Slovakia,SVK,2023-03-05,5125.478
Slovakia,SVK,2023-03-12,5120.9395
Slovakia,SVK,2023-03-19,5125.478
Slovakia,SVK,2023-03-26,5130.3613
Slovakia,SVK,2023-04-02,5130.482
Slovakia,SVK,2023-04-09,5121.6987
Slovakia,SVK,2023-04-16,5122.3027
Slovakia,SVK,2023-04-23,5118.731
Slovakia,SVK,2023-04-30,5117.2295
Slovakia,SVK,2023-05-07,5108.2397
Slovakia,SVK,2023-05-14,5102.8384
Slovakia,SVK,2023-05-21,5088.3267
Slovakia,SVK,2023-05-28,5098.076
Slovakia,SVK,2023-06-04,5089.362
Slovakia,SVK,2023-06-11,5091.7603
Slovakia,SVK,2023-06-18,5089.155
Slovakia,SVK,2023-06-25,5098.283
Slovakia,SVK,2023-07-02,5099.0596
Slovakia,SVK,2023-07-09,5101.0786
Slovakia,SVK,2023-07-16,5109.206
Slovakia,SVK,2023-07-23,5107.9463
Slovakia,SVK,2023-07-30,5089.086
Slovakia,SVK,2023-08-06,5078.577
Slovakia,SVK,2023-08-13,5060.614
Slovakia,SVK,2023-08-20,5064.9795
Slovakia,SVK,2023-08-27,5084.5303
Slovakia,SVK,2023-09-03,5079.6816
Slovakia,SVK,2023-09-10,5081.666
Slovakia,SVK,2023-09-17,5085.7207
Slovakia,SVK,2023-09-24,5078.974
Slovakia,SVK,2023-10-01,5070.674
Slovakia,SVK,2023-10-08,5058.888
Slovakia,SVK,2023-10-15,5066.429
Slovakia,SVK,2023-10-22,5074.315
Slovakia,SVK,2023-10-29,5091.6226
Slovakia,SVK,2023-11-05,5096.1606
Slovakia,SVK,2023-11-12,5097.593
Slovakia,SVK,2023-11-19,5103.2007
Slovakia,SVK,2023-11-26,5120.2324
Slovakia,SVK,2023-12-03,5150.7573
Slovakia,SVK,2023-12-10,5184.561
Slovakia,SVK,2023-12-17,5212.7744
Slovakia,SVK,2023-12-24,5238.675
Slovakia,SVK,2023-12-31,5263.4023
Slovenia,SVN,2020-01-05,-16.669432
Slovenia,SVN,2020-01-12,-37.399975
Slovenia,SVN,2020-01-19,-60.774963
Slovenia,SVN,2020-01-26,-76.87774
Slovenia,SVN,2020-02-02,-88.730515
Slovenia,SVN,2020-02-09,-99.92218
Slovenia,SVN,2020-02-16,-87.50275
Slovenia,SVN,2020-02-23,-99.82774
Slovenia,SVN,2020-03-01,-119.80273
Slovenia,SVN,2020-03-08,-118.71663
Slovenia,SVN,2020-03-15,-126.319405
Slovenia,SVN,2020-03-22,-121.17219
Slovenia,SVN,2020-03-29,-144.26384
Slovenia,SVN,2020-04-05,-159.42216
Slovenia,SVN,2020-04-12,-139.82495
Slovenia,SVN,2020-04-19,-130.33328
Slovenia,SVN,2020-04-26,-130.94717
Slovenia,SVN,2020-05-03,-141.28883
Slovenia,SVN,2020-05-10,-138.12494
Slovenia,SVN,2020-05-17,-144.97215
Slovenia,SVN,2020-05-24,-127.16938
Slovenia,SVN,2020-05-31,-142.89436
Slovenia,SVN,2020-06-07,-150.02492
Slovenia,SVN,2020-06-14,-138.83325
Slovenia,SVN,2020-06-21,-131.79715
Slovenia,SVN,2020-06-28,-99.16661
Slovenia,SVN,2020-07-05,-97.70272
Slovenia,SVN,2020-07-12,-111.727715
Slovenia,SVN,2020-07-19,-119.33049
Slovenia,SVN,2020-07-26,-124.76105
Slovenia,SVN,2020-08-02,-111.96383
Slovenia,SVN,2020-08-09,-108.799934
Slovenia,SVN,2020-08-16,-96.75827
Slovenia,SVN,2020-08-23,-106.15549
Slovenia,SVN,2020-08-30,-121.12493
Slovenia,SVN,2020-09-06,-111.25549
Slovenia,SVN,2020-09-13,-101.29161
Slovenia,SVN,2020-09-20,-79.52217
Slovenia,SVN,2020-09-27,-84.29162
Slovenia,SVN,2020-10-04,-73.47773
Slovenia,SVN,2020-10-11,-64.2694
Slovenia,SVN,2020-10-18,-38.06108
Slovenia,SVN,2020-10-25,17.519453
Slovenia,SVN,2020-11-01,116.355515
Slovenia,SVN,2020-11-08,228.31935
Slovenia,SVN,2020-11-15,387.03317
Slovenia,SVN,2020-11-22,549.997
Slovenia,SVN,2020-11-29,741.67194
Slovenia,SVN,2020-12-06,923.9968
Slovenia,SVN,2020-12-13,1095.4607
Slovenia,SVN,2020-12-20,1235.569
Slovenia,SVN,2020-12-27,1359.2439
Slovenia,SVN,2021-01-03,1469.4198
Slovenia,SVN,2021-01-10,1538.3541
Slovenia,SVN,2021-01-17,1608.8927
Slovenia,SVN,2021-01-24,1659.3313
Slovenia,SVN,2021-01-31,1676.4587
Slovenia,SVN,2021-02-07,1686.0369
Slovenia,SVN,2021-02-14,1666.0785
Slovenia,SVN,2021-02-21,1641.4017
Slovenia,SVN,2021-02-28,1640.5996
Slovenia,SVN,2021-03-07,1623.661
Slovenia,SVN,2021-03-14,1631.5405
Slovenia,SVN,2021-03-21,1625.0764
Slovenia,SVN,2021-03-28,1619.0842
Slovenia,SVN,2021-04-04,1618.3765
Slovenia,SVN,2021-04-11,1611.9124
Slovenia,SVN,2021-04-18,1627.9075
Slovenia,SVN,2021-04-25,1647.0165
Slovenia,SVN,2021-05-02,1639.9863
Slovenia,SVN,2021-05-09,1643.525
Slovenia,SVN,2021-05-16,1653.9524
Slovenia,SVN,2021-05-23,1670.4193
Slovenia,SVN,2021-05-30,1678.9595
Slovenia,SVN,2021-06-06,1700.7108
Slovenia,SVN,2021-06-13,1712.1763
Slovenia,SVN,2021-06-20,1730.153
Slovenia,SVN,2021-06-27,1738.3156
Slovenia,SVN,2021-07-04,1756.9529
Slovenia,SVN,2021-07-11,1742.5621
Slovenia,SVN,2021-07-18,1731.5685
Slovenia,SVN,2021-07-25,1712.365
Slovenia,SVN,2021-08-01,1707.5995
Slovenia,SVN,2021-08-08,1688.4904
Slovenia,SVN,2021-08-15,1681.4601
Slovenia,SVN,2021-08-22,1660.6525
Slovenia,SVN,2021-08-29,1640.1278
Slovenia,SVN,2021-09-05,1650.8384
Slovenia,SVN,2021-09-12,1681.177
Slovenia,SVN,2021-09-19,1694.6241
Slovenia,SVN,2021-09-26,1715.1488
Slovenia,SVN,2021-10-03,1745.0156
Slovenia,SVN,2021-10-10,1753.65
Slovenia,SVN,2021-10-17,1778.6099
Slovenia,SVN,2021-10-24,1816.7809
Slovenia,SVN,2021-10-31,1847.9689
Slovenia,SVN,2021-11-07,1921.4327
Slovenia,SVN,2021-11-14,2012.7318
Slovenia,SVN,2021-11-21,2097.4253
Slovenia,SVN,2021-11-28,2168.9075
Slovenia,SVN,2021-12-05,2262.4714
Slovenia,SVN,2021-12-12,2313.665
Slovenia,SVN,2021-12-19,2348.8162
Slovenia,SVN,2021-12-26,2374.3423
Slovenia,SVN,2022-01-02,2404.6592
Slovenia,SVN,2022-01-09,2408.669
Slovenia,SVN,2022-01-16,2415.6978
Slovenia,SVN,2022-01-23,2403.5742
Slovenia,SVN,2022-01-30,2396.3567
Slovenia,SVN,2022-02-06,2434.8972
Slovenia,SVN,2022-02-13,2464.192
Slovenia,SVN,2022-02-20,2500.5625
Slovenia,SVN,2022-02-27,2496.1755
Slovenia,SVN,2022-03-06,2498.77
Slovenia,SVN,2022-03-13,2520.0452
Slovenia,SVN,2022-03-20,2519.432
Slovenia,SVN,2022-03-27,2515.0447
Slovenia,SVN,2022-04-03,2508.865
Slovenia,SVN,2022-04-10,2511.554
Slovenia,SVN,2022-04-17,2529.6213
Slovenia,SVN,2022-04-24,2538.537
Slovenia,SVN,2022-05-01,2543.0186
Slovenia,SVN,2022-05-08,2541.5562
Slovenia,SVN,2022-05-15,2546.9812
Slovenia,SVN,2022-05-22,2553.7268
Slovenia,SVN,2022-05-29,2549.717
Slovenia,SVN,2022-06-05,2553.7268
Slovenia,SVN,2022-06-12,2552.6418
Slovenia,SVN,2022-06-19,2556.18
Slovenia,SVN,2022-06-26,2558.8687
Slovenia,SVN,2022-07-03,2589.4841
Slovenia,SVN,2022-07-10,2591.7957
Slovenia,SVN,2022-07-17,2597.9753
Slovenia,SVN,2022-07-24,2636.516
Slovenia,SVN,2022-07-31,2631.9402
Slovenia,SVN,2022-08-07,2652.1775
Slovenia,SVN,2022-08-14,2680.7173
Slovenia,SVN,2022-08-21,2694.0674
Slovenia,SVN,2022-08-28,2694.492
Slovenia,SVN,2022-09-04,2670.009
Slovenia,SVN,2022-09-11,2668.4524
Slovenia,SVN,2022-09-18,2674.066
Slovenia,SVN,2022-09-25,2660.8103
Slovenia,SVN,2022-10-02,2678.1228
Slovenia,SVN,2022-10-09,2686.4727
Slovenia,SVN,2022-10-16,2688.9727
Slovenia,SVN,2022-10-23,2687.2273
Slovenia,SVN,2022-10-30,2681.8025
Slovenia,SVN,2022-11-06,2687.9822
Slovenia,SVN,2022-11-13,2682.2742
Slovenia,SVN,2022-11-20,2697.7942
Slovenia,SVN,2022-11-27,2727.466
Slovenia,SVN,2022-12-04,2747.6091
Slovenia,SVN,2022-12-11,2773.5073
Slovenia,SVN,2022-12-18,2803.6511
Slovenia,SVN,2022-12-25,2868.0425
Slovenia,SVN,2023-01-01,2921.9019
Slovenia,SVN,2023-01-08,2954.8787
Slovenia,SVN,2023-01-15,2964.9272
Slovenia,SVN,2023-01-22,2979.8823
Slovenia,SVN,2023-01-29,2941.2444
Slovenia,SVN,2023-02-05,2920.5337
Slovenia,SVN,2023-02-12,2887.7458
Slovenia,SVN,2023-02-19,2877.6028
Slovenia,SVN,2023-02-26,2866.3276
Slovenia,SVN,2023-03-05,2837.974
Slovenia,SVN,2023-03-12,2825.4724
Slovenia,SVN,2023-03-19,2796.2698
Slovenia,SVN,2023-03-26,2796.317
Slovenia,SVN,2023-04-02,2766.2654
Slovenia,SVN,2023-04-09,2748.3853
Slovenia,SVN,2023-04-16,2737.8647
Slovenia,SVN,2023-04-23,2728.571
Slovenia,SVN,2023-04-30,2716.2578
Slovenia,SVN,2023-05-07,2717.3428
Slovenia,SVN,2023-05-14,2722.485
Slovenia,SVN,2023-05-21,2711.9646
Slovenia,SVN,2023-05-28,2723.24
Slovenia,SVN,2023-06-04,2721.3057
Slovenia,SVN,2023-06-11,2713.3328
Slovenia,SVN,2023-06-18,2716.1162
Slovenia,SVN,2023-06-25,2734.0906
Slovenia,SVN,2023-07-02,2747.9136
Slovenia,SVN,2023-07-09,2741.4502
Slovenia,SVN,2023-07-16,2769.0488
Slovenia,SVN,2023-07-23,2757.3018
Slovenia,SVN,2023-07-30,2749.1401
Slovenia,SVN,2023-08-06,2739.8462
Slovenia,SVN,2023-08-13,2736.4966
Slovenia,SVN,2023-08-20,2735.8833
Slovenia,SVN,2023-08-27,2737.4402
Slovenia,SVN,2023-09-03,2716.9182
Slovenia,SVN,2023-09-10,2707.53
Slovenia,SVN,2023-09-17,2693.0466
Slovenia,SVN,2023-09-24,2697.906
Slovenia,SVN,2023-10-01,2693.2354
Slovenia,SVN,2023-10-08,2684.7908
Slovenia,SVN,2023-10-15,2680.875
Slovenia,SVN,2023-10-22,2697.7173
Slovenia,SVN,2023-10-29,2706.6335
Slovenia,SVN,2023-11-05,2714.8896
Slovenia,SVN,2023-11-12,2714.0876
Slovenia,SVN,2023-11-19,2718.475
Slovenia,SVN,2023-11-26,2743.6204
Slovenia,SVN,2023-12-03,2753.103
Slovenia,SVN,2023-12-10,2780.607
Slovenia,SVN,2023-12-17,2810.47
Slovenia,SVN,2023-12-24,2837.7854
Slovenia,SVN,2023-12-31,2868.9695
South Africa,ZAF,2020-01-05,4.100199
South Africa,ZAF,2020-01-12,10.6391
South Africa,ZAF,2020-01-19,14.093062
South Africa,ZAF,2020-01-26,9.241183
South Africa,ZAF,2020-02-02,11.977495
South Africa,ZAF,2020-02-09,24.356348
South Africa,ZAF,2020-02-16,28.749058
South Africa,ZAF,2020-02-23,34.69274
South Africa,ZAF,2020-03-01,27.97358
South Africa,ZAF,2020-03-08,35.96482
South Africa,ZAF,2020-03-15,40.139854
South Africa,ZAF,2020-03-22,41.6279
South Africa,ZAF,2020-03-29,35.160427
South Africa,ZAF,2020-04-05,19.516376
South Africa,ZAF,2020-04-12,5.5083294
South Africa,ZAF,2020-04-19,-10.057484
South Africa,ZAF,2020-04-26,-34.629814
South Africa,ZAF,2020-05-03,-67.25289
South Africa,ZAF,2020-05-10,-91.89324
South Africa,ZAF,2020-05-17,-113.80579
South Africa,ZAF,2020-05-24,-130.90898
South Africa,ZAF,2020-05-31,-148.33868
South Africa,ZAF,2020-06-07,-165.68675
South Africa,ZAF,2020-06-14,-174.8276
South Africa,ZAF,2020-06-21,-157.51015
South Africa,ZAF,2020-06-28,-131.37665
South Africa,ZAF,2020-07-05,-92.18235
South Africa,ZAF,2020-07-12,-22.142132
South Africa,ZAF,2020-07-19,76.01622
South Africa,ZAF,2020-07-26,177.11325
South Africa,ZAF,2020-08-02,253.91176
South Africa,ZAF,2020-08-09,308.57153
South Africa,ZAF,2020-08-16,343.24896
South Africa,ZAF,2020-08-23,375.5319
South Africa,ZAF,2020-08-30,393.95135
South Africa,ZAF,2020-09-06,405.0071
