iso3,country,region,income_group,median_rank,mean_rank,rank_std,rank_p05,rank_p95,median_score,top10_probability,top_quartile_probability,bottom_quartile_probability,rank_instability_index,method_disagreement_index,feature_missing_count,feature_missing_rate,n_valid_pipelines,n_countries_in_sample,n_indicators
FJI,Fiji,East Asia & Pacific,Upper middle income,117.0,111.73095238095237,16.358673075994158,79.80000000000001,124.0,0.3224198573466238,0.0,0.014285714285714285,0.0,0.0852014222708029,0.23020833333333326,0,0.0,420,193,15
BTN,Bhutan,South Asia,Lower middle income,117.0,109.35238095238095,23.14179107871873,65.0,131.04999999999995,0.3079973091164331,0.0,0.03571428571428571,0.0,0.12053016186832671,0.34401041666666643,0,0.0,420,193,15
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,119.0,117.32380952380953,11.274281933080083,97.0,129.0,0.3356277597947679,0.0,0.0,0.007142857142857143,0.05872021840145877,0.16666666666666666,0,0.0,420,193,15
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,119.0,116.28809523809524,15.657505463012397,92.0,135.0,0.33205699752582135,0.0,0.002380952380952381,0.014285714285714285,0.08154950761985623,0.22395833333333334,1,0.0666666666666666,420,193,15
VNM,Viet Nam,East Asia & Pacific,Lower middle income,121.0,118.43809523809524,11.521139005798414,98.0,131.0,0.3214177494908363,0.0,0.0,0.014285714285714285,0.06000593232186674,0.171875,0,0.0,420,193,15
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,122.0,118.86904761904762,12.45905652805063,99.95,127.0,0.3238914541929405,0.0,0.014285714285714285,0.0,0.06489091941693036,0.14088541666666665,0,0.0,420,193,15
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,124.0,120.05238095238096,16.302267415991384,90.0,139.0,0.28400733312293824,0.0,0.002380952380952381,0.014285714285714285,0.08490764279162179,0.2552083333333333,0,0.0,420,193,15
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,124.0,120.19047619047619,20.011351653782356,81.0,144.0,0.3087655493654121,0.0,0.016666666666666666,0.047619047619047616,0.10422578986344977,0.328125,1,0.0666666666666666,420,193,15
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,125.0,119.68571428571428,17.09417293405328,86.50000000000003,131.0,0.2954061517913139,0.0,0.02619047619047619,0.0,0.08903215069819416,0.23177083333333318,0,0.0,420,193,15
WSM,Samoa,East Asia & Pacific,Upper middle income,126.0,123.05952380952381,12.894952122804998,105.0,133.0,0.30906691253934093,0.0,0.004761904761904762,0.014285714285714285,0.0671612089729427,0.14583333333333334,1,0.0666666666666666,420,193,15
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,126.0,123.17619047619047,13.91821022846396,97.9,136.0,0.2900034663882102,0.0,0.0,0.004761904761904762,0.0724906782732498,0.19843749999999996,0,0.0,420,193,15
SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,130.0,128.15238095238095,18.65464627551,100.85000000000001,151.0,0.27775909421958866,0.0,0.009523809523809525,0.1357142857142857,0.09715961601828126,0.26119791666666664,1,0.0666666666666666,420,193,15
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,130.0,124.60952380952381,20.830721468929006,88.0,142.0,0.2630100652785552,0.0,0.03333333333333333,0.004761904761904762,0.10849334098400525,0.28125,1,0.0666666666666666,420,193,15
HND,Honduras,Latin America & Caribbean ,Lower middle income,131.0,127.92380952380952,16.891922689682044,102.9,144.0,0.26490145355315087,0.0,0.009523809523809525,0.03571428571428571,0.08797876400876065,0.21406249999999996,0,0.0,420,193,15
VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,132.0,131.51666666666668,8.982109643663545,121.0,142.0,0.2667836986334337,0.0,0.0,0.004761904761904762,0.04678182106074763,0.109375,0,0.0,420,193,15
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,132.5,131.60476190476192,12.346234289603727,108.0,144.0,0.2650894616384104,0.0,0.0,0.047619047619047616,0.06430330359168608,0.1875,1,0.0666666666666666,420,193,15
PHL,Philippines,East Asia & Pacific,Lower middle income,134.0,133.64285714285714,8.352705374597498,122.9,146.0,0.27650397338966015,0.0,0.0,0.07380952380952381,0.043503673826028634,0.12031249999999998,0,0.0,420,193,15
VUT,Vanuatu,East Asia & Pacific,Lower middle income,136.0,131.02142857142857,19.535365192319258,102.0,147.0,0.23858768492602445,0.0,0.016666666666666666,0.11666666666666667,0.10174669370999613,0.234375,1,0.0666666666666666,420,193,15
IDN,Indonesia,East Asia & Pacific,Upper middle income,137.0,135.92857142857142,9.204276586619569,122.0,147.0,0.25119314687458294,0.0,0.0,0.06904761904761905,0.047938940555310255,0.13020833333333334,0,0.0,420,193,15
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,137.0,134.75,13.176525844597025,114.95,147.0,0.26137875232808205,0.0,0.0,0.09285714285714286,0.06862773877394283,0.1669270833333333,0,0.0,420,193,15
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,139.0,133.19761904761904,21.64291358890434,94.0,146.0,0.2362122210388367,0.0,0.023809523809523808,0.08333333333333333,0.11272350827554344,0.2708333333333333,1,0.0666666666666666,420,193,15
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,140.0,140.6904761904762,22.74034394265807,106.95,176.04999999999995,0.23997829292649453,0.0,0.007142857142857143,0.4,0.11843929136801078,0.3598958333333331,1,0.0666666666666666,420,193,15
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,141.0,141.13571428571427,8.823300360505737,131.0,153.0,0.23423756846786475,0.0,0.0,0.2833333333333333,0.04595468937763405,0.11458333333333333,0,0.0,420,193,15
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,141.0,140.55,9.130789096447772,130.0,151.0,0.2424876485666035,0.0,0.0,0.2904761904761905,0.04755619321066548,0.109375,0,0.0,420,193,15
IND,India,South Asia,Lower middle income,141.0,142.76666666666668,9.208320943753785,134.0,161.0,0.23878484418920046,0.0,0.0,0.24523809523809523,0.0479600049153843,0.140625,0,0.0,420,193,15
RWA,Rwanda,Sub-Saharan Africa ,Low income,142.0,138.4452380952381,18.5217851446158,115.95,155.0,0.2185259308262622,0.0,0.014285714285714285,0.40476190476190477,0.09646763096154064,0.20338541666666665,0,0.0,420,193,15
GAB,Gabon,Sub-Saharan Africa ,Upper middle income,143.0,142.14523809523808,14.741271870903207,127.95,161.0,0.2472301874974709,0.0,0.0,0.3738095238095238,0.0767774576609542,0.17213541666666665,1,0.0666666666666666,420,193,15
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,145.0,141.95,12.768073091746869,124.0,151.0,0.21737593595242696,0.0,0.0,0.5761904761904761,0.06650038068618161,0.140625,0,0.0,420,193,15
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,146.0,147.55714285714285,10.805380997604914,135.0,163.0,0.23583878697277386,0.0,0.0,0.5904761904761905,0.05627802602919226,0.14583333333333334,0,0.0,420,193,15
NPL,Nepal,South Asia,Lower middle income,148.0,149.4404761904762,6.967528752441556,144.0,161.0,0.21812375227685038,0.0,0.0,0.9142857142857143,0.03628921225229977,0.08854166666666667,0,0.0,420,193,15
MWI,Malawi,Sub-Saharan Africa ,Low income,149.0,146.2,16.31878847043668,118.0,158.04999999999995,0.21165548045266888,0.0,0.0,0.7904761904761904,0.08499368995019103,0.20859374999999977,1,0.0666666666666666,420,193,15
KHM,Cambodia,East Asia & Pacific,Lower middle income,150.0,149.32380952380953,10.969216873636043,134.9,165.0,0.21026585824577573,0.0,0.0,0.7404761904761905,0.05713133788352106,0.1567708333333333,0,0.0,420,193,15
KEN,Kenya,Sub-Saharan Africa ,Lower middle income,150.0,146.93333333333334,16.082979270714187,129.0,157.0,0.21070060279000935,0.0,0.007142857142857143,0.8761904761904762,0.08376551703496972,0.14583333333333334,0,0.0,420,193,15
ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,153.0,149.88571428571427,15.98261810945419,131.0,161.0,0.20225400791895126,0.0,0.007142857142857143,0.8904761904761904,0.08324280265340724,0.15625,1,0.0666666666666666,420,193,15
LAO,Lao PDR,East Asia & Pacific,Lower middle income,154.0,152.31666666666666,11.894464832466975,138.0,162.0,0.20263940524131813,0.0,0.0,0.9142857142857143,0.061950337669098826,0.125,0,0.0,420,193,15
BDI,Burundi,Sub-Saharan Africa ,Low income,154.0,153.1952380952381,12.397579494573247,131.95,168.0,0.19985422329405678,0.0,0.0,0.9142857142857143,0.06457072653423566,0.18776041666666674,1,0.0666666666666666,420,193,15
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,154.0,150.72619047619048,13.208178554426933,131.0,164.0,0.21308645965634287,0.0,0.0,0.7428571428571429,0.06879259663764027,0.171875,2,0.1333333333333333,420,193,15
GMB,"Gambia, The",Sub-Saharan Africa ,Low income,154.0,150.34285714285716,16.704193127092697,126.9,165.0,0.20432124895421577,0.0,0.0,0.8428571428571429,0.08700100587027447,0.19843749999999996,0,0.0,420,193,15
ERI,Eritrea,Sub-Saharan Africa ,Low income,155.0,151.94285714285715,15.926215926625403,129.0,167.04999999999995,0.2006394882596059,0.0,0.0,0.8452380952380952,0.08294904128450731,0.1981770833333331,0,0.0,420,193,15
UGA,Uganda,Sub-Saharan Africa ,Low income,158.0,156.0857142857143,12.47119674687717,139.0,166.0,0.19935584176791943,0.0,0.0,0.9285714285714286,0.0649541497233186,0.140625,1,0.0666666666666666,420,193,15
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,158.0,154.63095238095238,18.288546872619985,133.0,171.04999999999995,0.19649172886923302,0.0,0.007142857142857143,0.8952380952380953,0.09525284829489576,0.1981770833333331,0,0.0,420,193,15
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,159.0,157.21190476190475,14.573470717465845,141.95,174.04999999999995,0.19798741482945878,0.0,0.0,0.9452380952380952,0.07590349332013462,0.16718749999999982,0,0.0,420,193,15
BGD,Bangladesh,South Asia,Lower middle income,159.5,157.66190476190476,12.000792679790392,132.0,176.0,0.18744580197613014,0.0,0.0,0.8428571428571429,0.06250412854057495,0.22916666666666666,0,0.0,420,193,15
MMR,Myanmar,East Asia & Pacific,Lower middle income,161.0,160.63571428571427,7.589978399761328,150.0,174.0,0.18714436900752585,0.0,0.0,0.9761904761904762,0.03953113749875692,0.125,0,0.0,420,193,15
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,161.0,158.08333333333334,14.832885225976236,142.0,167.0,0.1879227173351236,0.0,0.007142857142857143,0.9452380952380952,0.07725461055195956,0.13020833333333334,1,0.0666666666666666,420,193,15
SDN,Sudan,Sub-Saharan Africa ,Low income,162.0,160.05,15.153339251669596,138.95,174.04999999999995,0.1972072109071952,0.0,0.007142857142857143,0.9428571428571428,0.07892364193577915,0.18281249999999982,0,0.0,420,193,15
MOZ,Mozambique,Sub-Saharan Africa ,Low income,163.0,158.77857142857144,17.45568587560383,138.0,171.0,0.18025822788792212,0.0,0.007142857142857143,0.9357142857142857,0.09091503060210328,0.171875,0,0.0,420,193,15
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,166.0,166.36904761904762,6.446076255596929,155.0,175.0,0.17880944222759393,0.0,0.0,0.9880952380952381,0.033573313831234006,0.10416666666666667,0,0.0,420,193,15
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,166.0,164.01904761904763,12.235374906106086,156.0,174.0,0.18375440819968458,0.0,0.0,0.9738095238095238,0.06372591096930254,0.09375,1,0.0666666666666666,420,193,15
COM,Comoros,Sub-Saharan Africa ,Lower middle income,167.0,165.97142857142856,7.846390911759116,153.0,180.0,0.1759368857996606,0.0,0.0,1.0,0.040866619332078725,0.140625,1,0.0666666666666666,420,193,15
HTI,Haiti,Latin America & Caribbean ,Lower middle income,168.0,163.0,15.431569373635766,129.95,183.0,0.16940558140853423,0.0,0.0,0.8952380952380953,0.08037275715435295,0.2763020833333334,0,0.0,420,193,15
COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,170.0,167.55714285714285,13.116114096011511,156.95,177.0,0.16490781896936535,0.0,0.0,0.9714285714285714,0.06831309425005995,0.10442708333333339,1,0.0666666666666666,420,193,15
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,171.0,169.34761904761905,9.531807356106338,160.0,177.0,0.15665858912245612,0.0,0.0,0.9785714285714285,0.04964482997972051,0.08854166666666667,1,0.0666666666666666,420,193,15
MDG,Madagascar,Sub-Saharan Africa ,Low income,173.0,171.5404761904762,12.129883592339986,158.0,181.04999999999995,0.15232412297566528,0.0,0.0,0.9785714285714285,0.06317647704343743,0.1200520833333331,1,0.0666666666666666,420,193,15
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,174.0,172.50714285714287,10.947382658646308,162.0,181.0,0.14679737247943864,0.0,0.0,0.9785714285714285,0.057017618013782856,0.09895833333333333,1,0.0666666666666666,420,193,15
GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,175.0,173.79285714285714,8.575016114302306,169.95,180.0,0.15001890257027067,0.0,0.0,0.9785714285714285,0.04466154226199118,0.05234375000000006,1,0.0666666666666666,420,193,15
LBR,Liberia,Sub-Saharan Africa ,Low income,175.5,173.45238095238096,9.194984090595472,163.0,182.0,0.14966632144374378,0.0,0.0,0.9785714285714285,0.04789054213851809,0.09895833333333333,0,0.0,420,193,15
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,177.0,174.20238095238096,13.12465850975683,150.9,185.0,0.15418574578537744,0.0,0.0,0.9761904761904762,0.0683575964049835,0.17760416666666665,2,0.1333333333333333,420,193,15
NER,Niger,Sub-Saharan Africa ,Low income,177.0,175.02380952380952,14.601513449342772,165.95,188.0,0.14287114608585666,0.0,0.007142857142857143,0.9714285714285714,0.07604954921532693,0.11484375000000006,0,0.0,420,193,15
AGO,Angola,Sub-Saharan Africa ,Lower middle income,178.0,175.93333333333334,11.63043353134285,171.0,183.0,0.14066778234898797,0.0,0.0,0.9785714285714285,0.06057517464241068,0.0625,0,0.0,420,193,15
MLI,Mali,Sub-Saharan Africa ,Low income,179.0,176.82619047619048,12.90683760322798,167.0,184.04999999999995,0.13535614736426543,0.0,0.0,0.9785714285714285,0.0672231125168124,0.0888020833333331,0,0.0,420,193,15
CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,180.0,177.82380952380953,9.539012865066768,165.9,184.0,0.13496008877256477,0.0,0.0,0.9857142857142858,0.04968235867222275,0.0942708333333333,0,0.0,420,193,15
TGO,Togo,Sub-Saharan Africa ,Low income,182.0,180.2047619047619,7.5643887607831894,173.0,188.0,0.13128765680226498,0.0,0.0,0.9833333333333333,0.03939785812907911,0.078125,0,0.0,420,193,15
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,182.0,180.48809523809524,8.81650784934695,175.0,187.0,0.13090120644351072,0.0,0.0,0.9785714285714285,0.045919311715348694,0.0625,0,0.0,420,193,15
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,183.0,180.5,9.594269122762817,172.0,188.0,0.12886340220538045,0.0,0.0,0.9785714285714285,0.04997015168105634,0.08333333333333333,1,0.0666666666666666,420,193,15
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,183.0,177.05714285714285,16.748605384118562,160.0,189.0,0.14448488991320202,0.0,0.007142857142857143,0.9666666666666667,0.08723231970895085,0.15104166666666666,0,0.0,420,193,15
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,185.0,183.95714285714286,9.240082015126193,178.95,189.0,0.11783626011087461,0.0,0.0,0.9880952380952381,0.04812542716211559,0.05234375000000006,0,0.0,420,193,15
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,185.0,179.38571428571427,11.07867044258968,155.0,188.0,0.1322420501983675,0.0,0.0,0.9880952380952381,0.05770140855515458,0.171875,1,0.0666666666666666,420,193,15
BEN,Benin,Sub-Saharan Africa ,Lower middle income,187.0,185.52142857142857,7.004897460732323,180.9,191.0,0.10441707549608556,0.0,0.0,0.9928571428571429,0.03648384094131418,0.05260416666666664,0,0.0,420,193,15
GIN,Guinea,Sub-Saharan Africa ,Lower middle income,188.0,187.27380952380952,6.508513089053865,183.0,191.0,0.08997904627732069,0.0,0.0,0.9928571428571429,0.03389850567215555,0.041666666666666664,1,0.0666666666666666,420,193,15
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,189.0,184.96666666666667,13.583036806579333,158.85000000000002,191.0,0.0954880940017076,0.0,0.0,0.9809523809523809,0.0707449833676007,0.16744791666666656,2,0.1333333333333333,420,193,15
SSD,South Sudan,Sub-Saharan Africa ,Low income,189.0,185.27857142857144,13.672566131705137,168.95,191.0,0.08705654842951716,0.0,0.0,0.9785714285714285,0.07121128193596425,0.11484375000000006,1,0.0666666666666666,420,193,15
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,190.0,188.65714285714284,5.2938932858954555,179.0,193.0,0.07883240579071397,0.0,0.0,1.0,0.02757236086403883,0.07291666666666667,1,0.0666666666666666,420,193,15
TCD,Chad,Sub-Saharan Africa ,Low income,192.0,190.9047619047619,9.670301920262105,190.0,193.0,0.033367037972481826,0.0,0.0,0.9928571428571429,0.050366155834698466,0.015625,0,0.0,420,193,15
CAF,Central African Republic,Sub-Saharan Africa ,Low income,192.0,190.2047619047619,11.277072238690502,187.95,193.0,0.029738834274719628,0.0,0.0,0.9928571428571429,0.0587347512431797,0.026302083333333393,1,0.0666666666666666,420,193,15
